"","date","amount.x","cum_rolling_365_all","amount.y","cum_rolling_365_private","cum_rolling_365_health","cum_rolling_365_pubad","cum_rolling_365_realestate","cum_rolling_365_computing","cum_rolling_365_management","cum_rolling_365_bussup","cum_rolling_365_residential","cum_rolling_365_socialwork","cum_rolling_365_legal","cum_rolling_365_transport","cum_rolling_365_private2","cum_rolling_365_pubad2","cum_rolling_365_computing2","cum_rolling_365_legal2","cum_rolling_365_management2","cum_rolling_365_realestate2","cum_rolling_365_transport2","cum_rolling_365_health2","cum_rolling_365_bussup2","cum_rolling_365_residential2","cum_rolling_365_socialwork2","Rolling_Percent"
"477",2018-11-14,6562697,33729215156,2325825,2112981734,1483861364,NA,NA,NA,NA,NA,NA,NA,NA,NA,2112981734,0.118632893813072,0.172543504883918,0.0885004909303084,0.25746585741279,0.221184260158301,0.0971502623124955,4.3993355823343,0.248474678738831,0.279219962766453,0.097073326042618,6.26454462170943
"478",2018-11-21,1903358,33731118514,225518,2113207252,NA,40042987,NA,NA,NA,NA,NA,NA,29880694,NA,2113207252,0.118712301174894,0.172533768709286,0.0885849486064273,0.257451329293918,0.221171779314214,0.0971447803795766,4.3990873394374,0.248460657968444,0.279204207120826,0.0970678484510097,6.26485970550582
"479",2018-11-26,94936,33731213450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2113207252,0.118711967060883,0.172533283115553,0.0885846992854033,0.25745060470097,0.221171156829521,0.0971445069670329,4.39907495827133,0.248459958679607,0.279203421304726,0.0970675752549898,6.26484207315109
"480",2018-11-27,78572,33731292022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2113207252,0.11871169053911,0.172532881225074,0.0885844929405948,0.25745000500829,0.221170641644389,0.0971442806834326,4.39906471128413,0.248459379929292,0.279202770942113,0.0970673491505904,6.26482748013844
"481",2018-11-28,197886,33731489908,92250,2113299502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2113299502,0.118710994116222,0.172531869059829,0.0885839732591037,0.257448494676199,0.221169344145414,0.0971437107858924,4.39903890414303,0.24845792234076,0.279201132997282,0.0970667797043695,6.26506421081268
"482",2018-11-29,14582261,33746072169,73158,2113372660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2113372660,0.118659697044044,0.17245731505743,0.0885456945933079,0.257337246732301,0.221073773049454,0.0971017333095777,4.39713800340625,0.248350559378548,0.279080485362427,0.0970248354713047,6.26257375796582
"483",2018-11-30,3025463006,34242586434,203615755,2162454499,1523553696,44483787,71163555,59881053,88144518,82974016,96443627,33436855,29885609,33648758,2162454499,0.129907789196179,0.174873043294835,0.0872761438672346,0.257411974909932,0.207821786876883,0.0982658189820312,4.44929502897375,0.242312350324138,0.281648196131118,0.0976469901432446,6.31510269578488
"484",2018-12-05,223456,34242809890,223456,2162677955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2162677955,0.129906941465661,0.174871902137585,0.0872755743351761,0.257410295133931,0.207820430708235,0.0982651777353894,4.44926599450861,0.242310769082741,0.281646358198439,0.0976463529348526,6.31571404901433
"485",2018-12-06,0,34242809890,0,2162677955,1523553696,NA,NA,NA,NA,NA,NA,NA,NA,NA,2162677955,0.129906941465661,0.174871902137585,0.0872755743351761,0.257410295133931,0.207820430708235,0.0982651777353894,4.44926599450861,0.242310769082741,0.281646358198439,0.0976463529348526,6.31571404901433
"486",2018-12-07,3775735,34246585625,84279,2162762234,1523452770,NA,NA,NA,NA,NA,NA,NA,NA,NA,2162762234,0.129892619039741,0.1748526222605,0.0872659520783979,0.25738191528108,0.207797518208795,0.0982543438591333,4.44848075274365,0.242284053974213,0.281615306285004,0.0976355872849149,6.31526382712204
"487",2018-12-10,3556463,34250142088,3277823,2166040057,1526448350,NA,NA,NA,88251403,NA,NA,NA,NA,NA,2166040057,0.129879131262306,0.174834465930523,0.0872568905647572,0.257667260980269,0.207775940949842,0.0982441413339108,4.45676501451599,0.242258895705636,0.281586063941587,0.0976254490100789,6.32417830978547
"488",2018-12-11,4951779,34255093867,909311,2166949368,1526582250,NA,NA,NA,NA,83041688,NA,NA,NA,NA,2166949368,0.129860356455931,0.174809192561247,0.0872442770585738,0.257630013634316,0.20774590569304,0.0982299395548172,4.45651165320743,0.242421428831637,0.281545358989397,0.0976113366666665,6.32591863976047
"489",2018-12-17,657184,34255751051,94113,2167043481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2167043481,0.129857865132697,0.174805838911104,0.0872426033091678,0.257625071097146,0.207741920164155,0.0982280550495118,4.45642615666848,0.242416778065579,0.281539957645111,0.0976094640290303,6.32607201568491
"490",2018-12-18,802400,34256553451,522693,2167566174,1526660725,NA,NA,NA,NA,NA,NA,NA,NA,NA,2167566174,0.129854823438759,0.174801744389297,0.0872405598033903,0.257619036679313,0.207737054172105,0.0982257542286927,4.45655085291552,0.242411099875478,0.281533363062783,0.0976071776976266,6.32744965748072
"491",2018-12-19,155999,34256709450,25082,2167591256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2167591256,0.129854232102844,0.174800948373049,0.0872401625253006,0.257617863527753,0.207736108174278,0.0982253069259692,4.45653055857062,0.242409995978175,0.281532081009608,0.0976067332117913,6.32749406116705
"492",2018-12-20,2968691,34259678141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2167591256,0.129842979892927,0.174785801412238,0.0872326029363207,0.257595540263952,0.207718107295455,0.0982167954454047,4.45614438850487,0.242388990515998,0.281507685516117,0.0975982753322621,6.32694576720484
"493",2018-12-21,435726,34260113867,-67001,2167524255,1526593724,NA,NA,NA,NA,NA,NA,NA,NA,NA,2167524255,0.129841328527655,0.174783578456459,0.0872314934971258,0.257592264119722,0.207715465500966,0.0982155463073669,4.45589214888875,0.242385907771274,0.281504105253125,0.0975970340606691,6.32666973441615
"494",2018-12-24,1040894,34261154761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2167524255,0.129837383796055,0.174778268326681,0.087228843302209,0.257584438165108,0.207709154861898,0.0982125624040638,4.45575677366761,0.242378543803572,0.281495552828778,0.0975940689484923,6.32647752278136
"495",2018-12-25,2665577,34263820338,2390908,2169915163,1528984632,NA,NA,NA,NA,NA,NA,NA,NA,NA,2169915163,0.129827283009261,0.174764671333481,0.0872220572755444,0.257564399210107,0.207692995988181,0.0982049218915677,4.46238807265836,0.242359687801373,0.281473653692493,0.0975864765521116,6.3329632877904
"496",2018-12-26,89046,34263909384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2169915163,0.12982694561051,0.174764217150196,0.0872218306004378,0.257563729844587,0.207692456229851,0.0982046666738873,4.46237647568021,0.24235905795028,0.281472922190939,0.0975862229416641,6.3329468295094
"497",2018-12-28,106885,34264016269,106885,2170022048,NA,NA,NA,NA,88358288,NA,NA,NA,NA,NA,2170022048,0.129826540621411,0.174763671981375,0.087221558516007,0.257874871720573,0.207691808342925,0.0982043603290118,4.46236255550501,0.242358301922507,0.281472044149291,0.097585918525995,6.33323901951128
"498",2018-12-31,2876536022,34713671774,195226762,2205681741,1574590241,46920571,68009185,60742138,85214490,83885523,99425248,33827001,29755580,33641009,2205681741,0.135164529138467,0.174980446884028,0.0857171785045409,0.245478180916098,0.195914697364103,0.0969099702820737,4.53593688173126,0.241649813209414,0.286415244827163,0.0974457591816487,6.35392808735382
"499",2019-01-03,2363606,34715934102,2237653,2207895706,1575041542,NA,68198868,NA,NA,NA,NA,NA,NA,NA,2207895706,0.135155720892145,0.174969043959847,0.0857115925862003,0.2454621838768,0.196448316210138,0.0969036549647729,4.53694127132607,0.241634065652773,0.286396580048445,0.0974394089486741,6.35989139601691
"500",2019-01-04,15721508,34731425835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2207895706,0.13509543553699,0.174891000123548,0.0856733614720025,0.24535269702094,0.196360691680195,0.0968604317018821,4.5349175973443,0.241526286304854,0.286268834663868,0.0973959467161046,6.3570546066526
"501",2019-01-07,275807,34731635601,133833,2207799764,1574945600,NA,NA,NA,NA,NA,NA,NA,NA,NA,2207799764,0.135094619611433,0.174889943847767,0.0856728440371615,0.245351215183043,0.196359505735562,0.0968598467013497,4.53461397007935,0.241524827577037,0.286267105707908,0.0973953584812633,6.35673997436629
"502",2019-01-08,173941,34731809542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2207799764,0.135093943041639,0.174889067978294,0.0856724149774505,0.24534998643521,0.19635852234399,0.0968593616158095,4.53459126019758,0.241523617992204,0.286265672048467,0.0973948707138168,6.3567081390625
"503",2019-01-09,3415849,34735225391,804772,2208604536,1575064396,NA,68237572,60801208,NA,NA,NA,NA,29827463,NA,2208604536,0.135080657954093,0.175041927367927,0.0858709355250891,0.245325858809827,0.196450638312773,0.0968498365026199,4.53448733460098,0.241499866650455,0.286237520789951,0.0973852929388639,6.35839989848535
"504",2019-01-11,1055228,34736157955,66548,2208631084,1575090944,NA,NA,NA,NA,NA,NA,NA,NA,NA,2208631084,0.135077031434463,0.175037228005373,0.0858686301422307,0.245319272529776,0.196445364189098,0.0968472363684586,4.53444202447634,0.241493383087076,0.286229836151722,0.0973826784292673,6.35830562165579
"505",2019-01-15,263031,34716285247,116863,2205756325,1572216185,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205756325,0.135154353831836,0.1751374248927,0.0859177840825511,0.245459701099108,0.196557815775801,0.0969026748128447,4.52875696179465,0.241631621595369,0.286393683231393,0.0974384233777522,6.35366459661928
"506",2019-01-16,4776619,34721061866,137478,2205893803,1572310450,NA,NA,NA,NA,NA,NA,33897751,NA,NA,2205893803,0.135135760481871,0.175113331022685,0.0859059642677807,0.24542593290744,0.196530775076382,0.0968893437932046,4.52840542742634,0.241598380037286,0.286354283701676,0.097628785464058,6.35318646507204
"507",2019-01-17,43636,34720639623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205893803,0.135137403888488,0.175115460602642,0.0859070089833293,0.245428917569685,0.196533165117147,0.0968905220793086,4.52846049805619,0.241601318152076,0.286357766099844,0.0976299727426251,6.35326372714272
"508",2019-01-18,317608,34720929468,137162,2205891086,1572411073,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205891086,0.135136275782143,0.175113998765605,0.0859062918447791,0.24542686876668,0.196531524488393,0.0968897132520738,4.52871250019153,0.241599301301285,0.286355375629082,0.0976291577425694,6.35320286581909
"509",2019-01-21,102000,34720864275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205891086,0.135136529518317,0.175114327565223,0.0859064531451673,0.245427329587982,0.196531893502239,0.0968898951752836,4.52872100344628,0.241599754935824,0.286355913299051,0.0976293410541838,6.35321479479502
"510",2019-01-22,-109855,34720754420,-109855,2205687481,1572207468,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205687481,0.135136957084586,0.175114881619557,0.0859067249495554,0.245428106109683,0.196532515320847,0.0968902017308183,4.52814892493917,0.241600519347241,0.286356819317061,0.0976296499492939,6.35264848890919
"511",2019-01-23,1845766,34722600186,890630,2206578111,NA,NA,NA,60919348,NA,NA,NA,NA,NA,NA,2206578111,0.135129773544201,0.175445812449732,0.0859021583643563,0.24541505976951,0.196522068147169,0.0968850512916481,4.52790821994347,0.241587676471943,0.286341597309547,0.0976244602029183,6.35487578458967
"512",2019-01-24,225755,34722485189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2206578111,0.135130221078946,0.175446393506704,0.0859024428627282,0.245415872556829,0.19652271900635,0.096885372164137,4.52792321587071,0.241588476583395,0.286342545640995,0.0976247835242471,6.35489683122981
"513",2019-01-25,286637,34722771826,247573,2206561761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2206561761,0.135129105576953,0.175444945194105,0.0859017337367795,0.245413846645136,0.19652109670837,0.0968845723739428,4.52788583779694,0.241586482266913,0.286340181879004,0.0976239776302011,6.35479728420688
